cust_id,age,gender,marital_status,education_level,employment_type,monthly_income,residence_type,city,state,application_id,application_date,product_type,channel,requested_amount,tenure_months,account_id,account_open_date,current_balance,emi_amount,bureau_score,total_accounts,active_accounts,overdue_accounts,recent_enquiries_6m,broken_ptp_flag,write_off_flag,legal_case_flag,ptp_kept_ratio,default_6m_flag,snapshot_date,credit_card_utilization_pct,past_due_accounts_count,recent_loan_inquiry_flag,repayment_to_due_ratio,early_repayment_flag,bureau_score_flag,dpd_m1,dpd_m2,dpd_m3,dpd_m4,dpd_m5,dpd_m6,dpd_m7,dpd_m8,dpd_m9,dpd_m10,dpd_m11,dpd_m12,default_flag,dpd_max,dpd_avg,dpd_count_30plus,dpd_count_60plus,dpd_count_90plus,dpd_trend_flag,emi_vs_income_ratio,salary_credit_regular,behavioural_score,pos_transaction_volume,mobile_login_frequency,overdue_to_total_ratio,active_account_ratio,enquiries_flag,risk_score_band,high_enquiry_interaction,overdue_flag,total_account_bucket,low_risk_band_flag,bureau_score_bucket,score_enquiry_score,accounts_gap,enquiry_to_account_ratio,overdue_normalized,enquiry_3plus_flag,average_balance,minimum_balance,salary_credits_3m,emi_bounce_count,account_tenure_months,emi_to_income_ratio,min_balance_ratio,low_balance_month_flag,salary_credit_flag,tenure_bucket,emi_high_flag,low_income_flag,emi_normalized,balance_utilization_score,salary_to_emi_ratio,emi_income_ratio,dpd_month1,dpd_month2,dpd_month3,dpd_month4,dpd_month5,dpd_month6,obs_months,dpd_sum_total,dpd_std_dev,dpd_count_60_plus,dpd_count_90_plus,i,dpd_30_flag,dpd_60_flag,dpd_90_flag,months_since_last_dpd,dpd_rolling_3_months,dpd_escalation_flag,dpd_peak_month,dpd_high_flag,ptp_failure_flag,disbursal_gap_days,disbursal_gap_weeks,disbursal_gap_category,quick_disbursal_flag,very_slow_disbursal_flag,digital_channel_flag,in_branch_flag,channel_code,long_tenure_flag,short_term_loan_flag,ultra_short_flag,tenure_category,requested_bucket,high_requested_flag,low_requested_flag,active_tenure_months,account_age_bucket,account_fresh_flag,account_mature_flag,loan_cycle_position,channel_online_flag,tenure_category_flag,high_utilization_flag,low_utilization_flag,moderate_utilization_flag,utilization_bucket,utilization_score,credit_segment,utilization_to_limit_ratio,utilization_weighted_score,util_flag,utilization_band,loan_size_score,short_term_flag,long_term_flag,requested_per_tenure,loan_burden_ratio,application_month,application_year,festive_season_flag,financial_year_start_flag,end_of_year_push_flag,tenure_to_income_ratio,amount_income_term_score,high_stress_combination,short_loan_flag,long_loan_flag,bucketed_tenure_group,disbursal_load_flag,request_term_ratio_flag,clean_repayment_flag,ever_60_plus_flag,ever_90_plus_flag,recent_dpd_flag,dpd_escalation_stress_flag,recovery_ratio_flag,poor_recovery_flag,recovery_gap_score,effective_recovery_bucket,recovery_success_flag,ptp_broken_flag,ptp_compliance_flag,ptp_failure_history_flag,clean_pay_flag,ptp_repayment_flag,dpd_escalation_flag_alias,ptp_gap_flag,internal_behavior_score,risk_band_code,manual_override_flag,behavior_stability_index,low_bureau_score_flag,high_bureau_score_flag,bureau_score_bucket_50,bureau_score_bucket_100,score_band_segment,behavior_score_gap,behavior_agreement_flag,high_behavioral_risk_flag,behavior_bureau_interaction,avg_combined_score,internal_risk_band_flag,dual_low_score_flag,risk_segment_score_flag,external_override_flag,stable_behavior_flag,risk_band_indicator
CUST003412,58,F,Married,Graduate,Unemployed,43654,Parental,Lucasport,Arkansas,APP003412,2022-08-08,Credit Card,DSA,136155,60,ACC003412,2021-12-14,252964,2382.71,516,5,3,1,2,0,0,0,0.85,0,2022-12-31,45.37,2,0,1.09,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,33,2.75,1,0,0,0,0.05458171072524855,1,682.0544821284599,11,8,0.2,0.6,0,Very Low,0,0,B5,0,500,1032,2,0.4,0.3333333333,0,60000,8000,3,0,24,0.3930572086,0.1333333333,1,1,5,0,0,2382.71,25.181411082,18.321155323,0.0545817107,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1217,-174,Fast,1,0,0,0,0,0,0,0,Long,2,0,0,43,7,0,1,Late,0,0,0,0,1,4,0.4537,High,0.0003332232,181.48,0,4,3.1189581711,0,0,2232.0491803,0.0519826362,4,2025,0,1,0,0.001374413,187.13320353,0,0,0,5,0,2232.0491803,0,1,1,1,0,1,0,-0.09,10,1,0,1,0,0,1,0,0,652.24976246,M,0,81.282878514,1,0,500,500,Low,-136.2497625,0,0,336560.87743,584.12488123,0,0,0,0,1,0
CUST003413,53,F,Married,Graduate,Self-employed,22411,Rented,New Robert,Connecticut,APP003413,2022-07-19,Personal Loan,Online,451832,48,ACC003413,2021-05-25,11998,9883.82,798,9,3,2,0,0,0,0,0.79,0,2022-12-31,53.68,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,5.0,1,1,0,1,0.44102538931774576,1,747.9330553916717,8,8,0.2222222222,0.3333333333,0,Very High,0,1,B9,1,750,0,6,0.0,2.0,0,60000,8000,3,0,24,0.6355147873,0.1333333333,1,1,4,0,0,9883.82,6.0705273872,2.2674431546,0.4410253893,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1112,-159,Fast,1,0,1,0,1,0,0,0,Long,9,1,0,50,8,0,1,Late,1,0,0,0,1,5,0.5368,High,0.0001188052,268.4,0,5,20.161170854,0,0,9221.0612245,0.4200243928,6,2024,0,0,0,0.0021417098,967.6930216,0,0,0,4,0,9221.0612245,0,1,1,1,0,1,0,0.2,8,1,0,1,0,0,1,0,0,714.82147791,M,0,56.420052758,0,1,750,700,High,83.178522092,0,0,570427.53937,756.41073895,0,0,0,0,0,0
CUST003414,45,F,Married,Post Graduate,Salaried,3496,Owned,New Michaelhaven,Arizona,APP003414,2022-01-03,Home Loan,Online,114101,36,ACC003414,2022-07-20,60874,3327.95,598,7,3,2,4,0,0,0,0.53,1,2022-12-31,86.78,0,1,0.91,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,33,2.75,1,0,0,1,0.9519307780320365,1,655.7650338328256,8,7,0.2857142857,0.4285714286,1,Very Low,1,1,B7,0,550,2392,4,0.5714285714,0.4,1,60000,8000,3,0,24,4.5224882587,0.1333333333,1,1,3,1,1,3327.95,18.029117024,1.0504965519,0.951930778,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-217,-31,Fast,1,0,1,0,1,0,0,0,Medium,2,0,0,36,6,0,1,Late,1,0,1,0,0,8,0.8678,High,0.0007605542,694.24,1,8,32.637585812,0,0,3083.8108108,0.9065996059,2,2023,0,0,0,0.0102945382,1174.6171004,0,0,0,3,0,3083.8108108,0,1,1,1,0,1,0,0.09,9,1,0,0,0,0,0,0,0,648.98953088,M,0,76.7887362,1,0,550,500,Low,-50.98953088,0,0,388095.73947,623.49476544,0,0,0,0,1,0
CUST003415,44,F,Single,High School,Self-employed,7839,Owned,West Monique,Vermont,APP003415,2022-12-27,Credit Card,Branch,98437,36,ACC003415,2021-06-03,172849,2871.08,470,1,4,1,3,0,0,0,0.97,0,2022-12-31,85.64,1,1,1.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.3662558999872433,1,652.0014934350761,5,10,1.0,4.0,1,Very Low,1,0,B1,0,450,1410,-3,3.0,0.25,1,60000,8000,3,0,24,1.9254959139,0.1333333333,1,1,3,0,1,2871.08,20.898059267,2.7303314432,0.3662559,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-441,-63,Fast,1,0,0,1,3,0,0,0,Medium,1,0,0,49,8,0,1,Late,0,0,1,0,0,8,0.8564,Mid,0.0008699981,685.12,1,8,12.557341498,0,0,2660.4594595,0.3488150416,8,2022,0,0,0,0.0045918367,452.00663265,0,0,0,3,0,2660.4594595,0,1,1,1,0,1,0,-0.11,11,1,0,1,0,0,1,0,0,699.01253882,M,0,60.452519555,1,0,450,400,Low,-229.0125388,0,0,328535.89325,584.50626941,0,0,0,0,0,0
CUST003416,39,F,Married,Graduate,Unemployed,48683,Parental,Mooremouth,Maine,APP003416,2022-04-20,Auto Loan,Branch,253152,60,ACC003416,2024-03-06,167854,4430.16,602,3,4,2,0,0,0,0,0.45,0,2022-12-31,79.52,1,0,0.66,0,1,0,0,0,0,75,0,0,0,0,17,0,0,0,75,7.666666666666667,1,1,0,0,0.09100014378735903,1,659.3159894846297,9,10,0.6666666667,1.3333333333,0,Low,0,1,B3,0,600,0,-1,0.0,2.0,0,60000,8000,3,0,24,0.2757601812,0.1333333333,1,1,5,0,0,4430.16,13.543528902,10.988993626,0.0910001438,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-210,-30,Fast,1,0,0,1,3,0,0,0,Long,5,1,0,16,2,0,0,Early,0,0,0,0,1,7,0.7952,High,0.0003141196,556.64,0,7,5.2000082164,0,0,4150.0327869,0.0866668036,10,2024,1,0,0,0.0012324378,311.9940843,0,0,0,5,0,4150.0327869,0,1,1,1,0,0,0,0.34,6,0,0,0,0,0,0,0,0,675.52043572,M,0,72.843061066,0,0,600,600,Medium,-73.52043572,0,0,406663.3023,638.76021786,0,0,0,0,1,0
CUST003417,38,M,Married,Graduate,Unemployed,11459,Rented,North Rhondaberg,Pennsylvania,APP003417,2022-04-16,Home Loan,Branch,36982,12,ACC003417,2023-12-02,186172,3235.92,729,9,2,2,1,0,0,0,0.85,0,2022-12-31,53.36,0,0,0.68,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,5.0,1,1,0,0,0.282391133606772,1,737.968035514451,12,9,0.2222222222,0.2222222222,0,High,0,1,B9,1,700,729,7,0.1111111111,1.0,0,60000,8000,3,0,24,1.3597832584,0.1333333333,1,1,1,0,1,3235.92,18.541867537,3.5411876684,0.2823911336,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-348,-50,Fast,1,0,0,1,3,0,1,0,Short,0,0,0,19,3,0,0,Late,0,0,0,0,1,5,0.5336,Mid,0.0014428641,266.8,0,5,3.2273322279,1,0,2844.7692308,0.2689443523,11,2024,1,0,0,0.0010471204,38.72460733,0,1,0,1,0,2844.7692308,0,1,1,1,0,0,0,0.32,6,0,0,1,0,0,1,0,0,666.61157439,M,0,74.355830203,0,0,700,700,High,62.388425608,0,0,485959.83773,697.8057872,0,0,0,0,1,0
CUST003418,43,F,Married,Post Graduate,Unemployed,32755,Parental,New Elizabethland,Idaho,APP003418,2022-05-23,Home Loan,DSA,347250,48,ACC003418,2022-07-16,16972,7596.09,879,5,5,1,4,0,0,0,0.26,1,2022-12-31,72.58,0,0,1.03,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,45,3.75,1,0,0,0,0.23190627385132043,1,772.3688849145412,6,11,0.2,1.0,1,Very High,0,0,B5,1,850,3516,0,0.8,0.2,1,60000,8000,3,0,24,0.4117714142,0.1333333333,1,1,4,0,0,7596.09,7.8988005671,4.3120868763,0.2319062739,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-510,-73,Fast,1,0,0,0,0,0,0,0,Long,6,1,0,36,6,0,1,Late,0,0,0,0,1,7,0.7258,High,0.0002090137,508.06,0,7,10.601434895,0,0,7086.7346939,0.220863227,12,2023,1,0,0,0.0014653804,508.85333985,0,0,0,4,0,7086.7346939,0,1,1,1,0,1,0,-0.03,10,1,0,0,0,0,0,0,0,624.051942,M,0,79.267382006,0,1,850,800,High,254.948058,0,0,548541.65702,751.525971,0,0,0,0,1,0
CUST003419,36,M,Married,Graduate,Unemployed,7764,Rented,Bradybury,Delaware,APP003419,2022-12-27,Personal Loan,Online,38789,24,ACC003419,2021-03-15,33853,1697.02,825,2,3,1,3,0,0,0,1.0,0,2022-12-31,53.6,3,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.218575476558475,1,783.7748141789605,9,8,0.5,1.5,1,Very High,0,0,B2,1,800,2475,-1,1.5,0.25,1,60000,8000,3,0,24,2.0329208319,0.1333333333,1,1,2,0,1,1697.02,35.356094801,4.5750786673,0.2185754766,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1455,-208,Fast,1,0,1,0,1,0,0,0,Medium,0,0,0,52,8,0,1,Late,1,0,0,0,1,5,0.536,Mid,0.0013818351,268.0,0,5,4.9960072128,0,0,1551.56,0.2081669672,3,2025,0,0,1,0.003090792,119.88873149,0,0,0,2,0,1551.56,0,1,1,1,0,0,0,0.35,6,0,0,1,0,0,1,0,0,767.46067951,M,0,91.476047144,0,1,800,800,High,57.539320495,0,0,633155.06059,796.23033975,0,0,0,0,1,0
CUST003420,36,M,Single,High School,Salaried,35156,Rented,Williamberg,Arkansas,APP003420,2022-02-02,Home Loan,Mobile,160045,48,ACC003420,2021-02-24,55563,3500.98,837,2,4,2,0,0,0,0,0.95,0,2022-12-31,83.92,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.09958413926499032,1,807.4476332353978,12,13,1.0,2.0,0,Very High,0,1,B2,1,800,0,-2,0.0,2.0,0,60000,8000,3,0,24,0.3941755708,0.1333333333,1,1,4,0,0,3500.98,17.138058486,10.041759736,0.0995841393,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-713,-102,Fast,1,0,1,0,2,0,0,0,Long,3,0,0,53,8,0,1,Late,1,0,1,0,0,8,0.8392,High,0.0005243525,671.36,1,8,4.5524234839,0,0,3266.2244898,0.0948421559,2,2023,0,0,0,0.0013653042,218.51011178,0,0,0,4,0,3266.2244898,0,1,1,1,0,1,0,0.19,8,1,0,1,0,0,1,0,0,651.59158242,M,0,73.765101988,0,1,800,800,High,185.40841758,0,0,545382.15448,744.29579121,0,0,0,0,1,0
CUST003421,35,F,Divorced,Post Graduate,Self-employed,14788,Owned,Hillburgh,Missouri,APP003421,2022-10-23,Auto Loan,Mobile,452898,60,ACC003421,2022-09-26,186951,7925.72,871,4,3,1,2,0,0,0,0.84,0,2022-12-31,44.24,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.5359561806870435,1,764.1776748339506,12,10,0.25,0.75,0,Very High,0,0,B4,1,850,1742,1,0.5,0.3333333333,0,60000,8000,3,0,24,1.1385075304,0.1333333333,1,1,5,1,1,7925.72,7.570290144,1.8658241775,0.5359561807,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-584,-83,Fast,1,0,1,0,2,0,0,0,Long,9,1,0,34,5,0,1,Late,1,0,0,0,1,4,0.4424,High,9.7682e-05,176.96,0,4,30.626048147,0,0,7424.557377,0.5104341358,5,2024,0,1,0,0.0040570694,1837.4386368,0,0,0,5,0,7424.557377,0,1,1,1,0,0,0,0.25,7,0,0,1,0,0,1,0,0,638.73155202,M,0,74.733173376,0,1,850,800,High,232.26844798,0,0,556335.18181,754.86577601,0,0,0,0,1,0
CUST003422,57,M,Married,Post Graduate,Self-employed,10023,Parental,Heatherport,North Dakota,APP003422,2022-02-22,Auto Loan,DSA,201788,48,ACC003422,2020-09-05,276972,4414.11,899,1,3,0,4,0,0,0,0.98,0,2022-12-31,92.47,1,0,1.06,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,2.75,1,0,0,1,0.4403980844058665,1,785.8595560884492,7,7,0.0,3.0,1,Very High,0,0,B1,1,850,3596,-2,4.0,0.0,1,60000,8000,3,0,24,1.6513798341,0.1333333333,1,1,4,0,1,4414.11,13.592774081,2.2706729103,0.4403980844,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1576,-226,Fast,1,0,0,0,0,0,0,0,Long,4,1,0,58,9,0,1,Late,0,0,1,0,0,9,0.9247,High,0.0004582532,832.23,1,9,20.132495261,0,0,4118.122449,0.4194269846,12,2024,1,0,0,0.0047885076,966.26336792,0,0,0,4,0,4118.122449,0,1,1,1,0,1,0,-0.06,10,1,0,1,0,0,1,0,0,595.34992497,M,0,69.620349239,0,1,850,800,High,303.65007503,0,0,535219.58254,747.17496248,0,0,0,0,0,0
CUST003423,63,M,Single,Post Graduate,Self-employed,43938,Parental,North Margaret,Colorado,APP003423,2022-10-02,Auto Loan,Mobile,487560,60,ACC003423,2023-03-18,69094,8532.3,621,9,3,0,2,0,0,0,0.99,0,2022-12-31,89.25,0,1,0.6,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,45,3.75,1,0,0,0,0.19418953980609038,1,683.8067664121597,7,14,0.0,0.3333333333,0,Low,0,0,B9,0,600,1242,6,0.2222222222,0.0,0,60000,8000,3,0,24,0.30414048,0.1333333333,1,1,5,0,0,8532.3,7.0321015435,5.1496079603,0.1941895398,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,17,2,Slow,0,1,1,0,2,0,0,0,Long,9,1,0,28,4,0,1,Early,1,0,1,0,0,8,0.8925,High,0.0001830544,714.0,1,8,11.096545132,0,0,7992.7868852,0.1849424189,3,2023,0,0,1,0.0013655295,665.77755525,0,0,0,5,0,7992.7868852,0,1,1,1,0,0,0,0.4,6,0,0,1,0,0,1,0,0,631.03677115,M,0,64.95141117,0,0,600,600,Medium,-10.03677115,1,0,391873.83488,626.01838557,0,0,0,0,0,0
CUST003424,57,M,Divorced,Graduate,Salaried,42455,Rented,Cherryside,Tennessee,APP003424,2022-04-06,Auto Loan,Online,273996,24,ACC003424,2023-08-16,180146,11987.32,518,3,4,0,2,0,0,0,0.57,1,2022-12-31,73.04,0,0,0.67,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,33,2.75,1,0,0,1,0.2823535508185137,1,712.3677892797973,10,6,0.0,1.3333333333,0,Very Low,0,0,B3,0,500,1036,-1,0.6666666667,0.0,0,60000,8000,3,0,24,0.3159679319,0.1333333333,1,1,2,0,0,11987.32,5.005288922,3.5416590197,0.2823535508,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,21,3,Slow,0,1,1,0,1,0,0,0,Medium,5,1,0,23,3,0,0,Late,1,0,0,0,1,7,0.7304,High,0.0002665732,511.28,0,7,6.4537981392,0,0,10959.84,0.2689082558,7,2023,0,0,0,0.0005652911,154.88750707,0,0,0,2,0,10959.84,0,1,1,1,0,0,0,0.33,6,0,0,0,0,0,0,0,0,640.78109681,M,0,69.234274311,1,0,500,500,Low,-122.7810968,0,0,331924.60815,579.39054841,0,0,0,0,0,0
CUST003425,62,F,Single,Graduate,Unemployed,47798,Rented,Shannonburgh,Virginia,APP003425,2022-07-07,Auto Loan,Mobile,98549,36,ACC003425,2022-12-22,168340,2874.35,740,9,5,2,1,0,0,0,0.8,0,2022-12-31,33.75,1,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.060135361312188794,1,747.6641961867317,7,7,0.2222222222,0.5555555556,0,High,0,1,B9,1,700,740,4,0.1111111111,1.0,0,60000,8000,3,0,24,0.3356212099,0.1333333333,1,1,3,0,0,2874.35,20.874284621,16.629150938,0.0601353613,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-385,-55,Fast,1,0,1,0,2,0,0,0,Medium,1,0,0,31,5,0,1,Late,1,0,0,0,1,3,0.3375,Mid,0.0003424692,101.25,0,3,2.0617808276,0,0,2663.4864865,0.0572716897,1,2024,0,0,0,0.0007531538,74.222556957,0,0,0,3,0,2663.4864865,0,1,1,1,0,0,0,0.34,6,0,0,1,0,0,1,0,0,675.81719639,M,0,72.051501609,0,0,700,700,High,64.182803606,0,0,500104.72533,707.9085982,0,0,0,0,1,0
CUST003426,27,M,Single,Post Graduate,Salaried,21377,Parental,Port Sharon,Nebraska,APP003426,2022-06-16,Auto Loan,DSA,212490,24,ACC003426,2022-07-04,17737,9296.44,549,3,1,0,2,0,0,0,0.76,0,2022-12-31,21.19,1,0,0.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.434880479019507,1,667.61820412095,4,8,0.0,0.3333333333,0,Very Low,0,0,B3,0,500,1098,2,0.6666666667,0.0,0,60000,8000,3,0,24,0.5468843623,0.1333333333,1,1,2,0,0,9296.44,6.4540834986,2.2994823825,0.434880479,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-65,-9,Fast,1,0,0,0,0,0,0,0,Medium,4,1,0,36,6,0,1,Late,0,0,0,0,1,2,0.2119,High,9.97223e-05,42.38,0,2,9.9401225616,0,0,8499.6,0.4141717734,9,2022,0,0,0,0.0011226495,238.55178221,0,0,0,2,0,8499.6,0,1,1,1,0,0,0,0.21,7,0,0,1,0,0,1,0,0,649.05014119,M,0,52.081776764,1,0,500,500,Low,-100.0501412,0,0,356328.52751,599.02507059,0,0,0,0,0,0
CUST003427,45,F,Divorced,Post Graduate,Salaried,39993,Owned,Eatonton,Alaska,APP003427,2022-04-11,Auto Loan,DSA,103862,48,ACC003427,2024-01-22,297893,2271.98,542,6,1,1,4,0,0,0,0.56,0,2022-12-31,82.65,1,0,0.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.05680944165228915,1,673.2225340978043,12,8,0.1666666667,0.1666666667,1,Very Low,1,0,B6,0,500,2168,5,0.6666666667,0.2,1,60000,8000,3,0,24,0.4609647778,0.1333333333,1,1,4,0,0,2271.98,26.408683175,17.60270777,0.0568094417,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,501,72,Slow,0,1,0,0,0,0,0,0,Long,2,0,0,18,3,0,0,Early,0,0,1,0,0,8,0.8265,High,0.0007957675,661.2,1,8,2.5970044758,0,0,2119.6326531,0.0541042599,9,2022,0,0,0,0.00120018,124.65309796,0,0,0,4,0,2119.6326531,0,1,1,1,0,0,0,0.26,7,0,0,0,0,0,0,0,0,665.176941,M,0,73.813347445,1,0,500,500,Low,-123.176941,0,0,360525.90202,603.5884705,0,0,0,0,1,0
CUST003428,68,F,Married,High School,Unemployed,45997,Parental,Leahton,New York,APP003428,2022-08-23,Home Loan,Mobile,198053,24,ACC003428,2022-11-03,45571,8664.82,579,9,3,2,4,0,0,0,0.75,0,2022-12-31,24.05,0,1,0.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1883779376915886,1,704.9761326151112,10,8,0.2222222222,0.3333333333,1,Very Low,1,1,B9,0,550,2316,6,0.4444444444,0.4,1,60000,8000,3,0,24,0.2145974775,0.1333333333,1,1,2,0,0,8664.82,6.9245523854,5.3084772678,0.1883779377,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-662,-95,Fast,1,0,1,0,2,0,0,0,Medium,3,0,0,32,5,0,1,Late,1,0,0,0,1,2,0.2405,High,0.0001214321,48.1,0,2,4.3057808118,0,0,7922.12,0.1794075338,8,2024,0,0,0,0.0005217618,103.33649289,0,0,0,2,0,7922.12,0,1,1,1,0,0,0,0.26,7,0,0,1,0,0,1,0,0,618.39167388,M,0,83.104675457,1,0,550,500,Low,-39.39167388,1,0,358048.77917,598.69583694,0,0,0,0,1,0
CUST003429,68,M,Married,High School,Unemployed,48389,Owned,Grimesstad,West Virginia,APP003429,2022-02-28,Personal Loan,Mobile,80234,12,ACC003429,2021-07-24,228244,7020.48,752,4,5,1,4,0,0,0,0.18,0,2022-12-31,82.61,2,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1450842133542747,1,714.3942870442627,15,8,0.25,1.25,1,Very High,0,0,B4,1,750,3008,-1,1.0,0.2,1,60000,8000,3,0,24,0.2930299096,0.1333333333,1,1,1,0,0,7020.48,8.5464241761,6.8925486576,0.1450842134,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1185,-170,Fast,1,0,1,0,2,0,1,0,Short,1,0,0,48,8,0,1,Late,1,0,1,0,0,8,0.8261,Mid,0.0010296134,660.88,1,8,1.6581041146,1,0,6171.8461538,0.1381753429,10,2024,1,0,0,0.0002479851,19.89683819,0,1,0,1,0,6171.8461538,0,1,1,1,0,1,0,0.18,8,1,0,0,0,0,0,0,0,690.02160765,M,0,78.595187725,0,1,750,700,High,61.978392346,0,0,518896.24896,721.01080383,0,0,0,0,1,0
CUST003430,48,F,Married,High School,Self-employed,23193,Rented,Lake John,Arizona,APP003430,2022-05-15,Auto Loan,Mobile,409673,12,ACC003430,2023-12-15,151970,35846.39,786,8,1,2,3,0,0,0,0.65,0,2022-12-31,51.72,1,1,0.73,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,2.75,1,0,0,1,1.545569352821972,1,757.0601380925339,11,12,0.25,0.125,1,Very High,0,1,B8,1,750,2358,7,0.375,0.5,1,60000,8000,3,0,24,0.644479133,0.1333333333,1,1,1,1,0,35846.39,1.6738087155,0.647010759,1.5455693528,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,451,64,Slow,0,1,1,0,2,0,1,0,Short,8,1,0,19,3,0,0,Late,1,0,0,0,1,5,0.5172,High,0.000126247,258.6,0,5,17.663648515,1,0,31513.307692,1.4719707096,9,2022,0,0,0,0.0005173752,211.95464344,0,1,0,1,0,31513.307692,0,1,1,1,0,0,0,0.27,7,0,0,0,0,0,0,0,0,623.61810092,M,0,79.948016134,0,1,750,700,High,162.38189908,0,0,490163.82732,704.80905046,0,0,0,0,1,0
CUST003431,25,F,Single,Post Graduate,Salaried,9755,Rented,Stevenberg,Idaho,APP003431,2022-12-10,Personal Loan,Online,169156,60,ACC003431,2022-05-23,150644,2960.23,616,9,1,1,0,0,0,0,0.65,0,2022-12-31,44.56,2,1,0.66,0,1,0,0,75,0,0,45,0,0,0,0,0,0,0,75,10.0,2,1,0,0,0.3034577139928242,1,558.5129837897533,13,5,0.1111111111,0.1111111111,0,Low,0,0,B9,0,600,0,8,0.0,1.0,0,60000,8000,3,0,24,1.1785646794,0.1333333333,1,1,5,0,1,2960.23,20.268695338,3.2953520503,0.303457714,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-459,-65,Fast,1,0,1,0,1,0,0,0,Long,3,0,0,38,6,0,1,Late,1,0,0,0,1,4,0.4456,High,0.0002634255,178.24,0,4,17.3404408,0,0,2773.0491803,0.2890073467,8,2023,0,0,0,0.0061500615,1040.3198032,0,0,0,5,0,2773.0491803,0,1,1,1,0,0,0,0.34,6,0,0,0,0,0,0,0,0,597.7563183,M,0,69.10929108,0,0,600,600,Medium,18.243681698,1,0,368217.89207,606.87815915,0,0,0,0,0,0
